사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
Apr-23,3호선,310,구파발,100,2,"11,221","1,269","34,279","9,616","86,640","24,657","81,151","31,952","48,136","27,118","33,761","28,373","31,121","24,529","31,937","25,886","30,140","28,310","30,028","29,671","33,908","30,860","38,620","37,142","39,304","46,067","31,026","74,186","20,224","62,060","15,983","36,229","13,853","32,977","11,002","29,370","3,327","20,224",519,"8,288",3,227,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,311,연신내,239,10,"25,848","1,716","50,055","11,476","123,670","25,127","141,895","36,827","86,748","35,105","58,518","34,608","56,320","34,897","61,034","40,068","54,468","41,940","49,879","45,309","50,955","54,652","59,694","65,958","51,078","84,135","47,129","130,558","33,681","110,173","27,252","67,001","24,172","60,802","20,489","53,382","9,548","35,129","1,417","11,286",0,6,1,0,0,0,2023-05-03 10:27
Apr-23,3호선,312,불광,60,0,"9,285","1,082","20,815","4,932","52,894","11,557","62,949","32,031","37,864","30,252","27,515","25,432","25,174","24,030","26,226","26,137","26,970","29,028","26,222","28,340","28,133","31,452","29,755","35,155","29,556","41,555","30,608","61,570","17,190","48,694","14,008","28,850","11,590","26,515","8,087","23,255","3,473","13,975",475,"4,364",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,313,녹번,85,3,"9,789",640,"25,825","3,522","73,427","7,678","79,078","17,694","47,757","11,503","29,423","10,062","24,122","10,781","24,158","13,192","21,712","14,342","18,160","15,950","16,792","20,718","17,673","28,067","18,155","37,581","20,140","61,758","10,304","52,533","7,958","32,254","6,452","28,109","4,681","25,782","1,586","15,063",244,"4,201",1,2,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,314,홍제,104,5,"10,077","1,375","25,014","6,407","67,593","11,588","72,042","26,621","46,739","22,934","33,095","20,815","30,614","19,545","32,694","21,523","29,477","23,538","27,157","25,099","27,710","30,148","30,006","35,819","29,735","44,093","27,897","63,508","16,121","53,368","12,994","31,878","10,440","29,289","7,705","26,283","3,021","16,461",407,"4,033",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,315,무악재,25,2,"1,984",119,"6,086","1,408","17,509","3,047","20,138","6,122","12,339","4,208","8,466","3,949","7,068","3,765","6,864","4,246","6,045","5,037","5,542","5,515","5,308","7,008","5,493","8,937","6,144","11,084","7,243","16,292","3,439","13,777","2,462","9,058","2,039","8,027","1,356","7,085",588,"4,945",74,"1,230",1,1,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,316,독립문,177,2,"5,021",831,"5,943","5,232","15,430","15,243","18,943","20,615","15,246","19,362","13,097","18,111","13,361","12,807","14,968","12,216","13,366","13,250","14,446","12,476","16,878","12,441","17,226","13,593","16,850","14,179","16,445","16,497","8,082","13,464","6,205","8,855","5,018","7,926","3,632","7,482","1,209","4,547",136,"2,150",0,649,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,317,경복궁(정부서울청사),37,1,"2,660","1,681","6,251","13,993","14,197","43,398","20,549","132,108","20,686","101,018","19,975","72,384","26,712","65,274","35,668","57,287","43,892","54,838","54,104","45,677","67,867","40,034","79,571","34,617","94,254","36,197","116,166","39,507","51,694","24,739","44,645","13,049","43,930","11,267","27,331","10,483","9,926","5,824",983,"1,602",0,38,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,318,안국,16,0,"1,583","1,665","2,932","21,236","6,417","88,560","10,353","118,142","12,808","85,248","15,694","71,697","22,568","76,472","34,137","63,365","41,649","60,962","52,339","56,443","69,914","46,535","91,545","39,917","122,168","36,094","126,909","31,373","61,911","14,856","50,670","8,045","42,206","6,662","23,670","5,967","7,051","3,305",654,999,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,319,종로3가,11,0,799,840,"1,245","5,653","1,873","15,566","3,224","45,013","4,613","43,625","7,124","34,629","9,641","27,607","11,960","25,271","13,492","23,406","16,418","22,244","20,230","20,060","23,407","19,219","34,526","19,316","54,316","19,715","29,546","11,596","18,998","6,447","20,750","5,099","16,567","3,827","7,869","2,447",670,817,0,17,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,320,을지로3가,20,0,641,"1,091","1,174","8,437","2,826","34,397","5,924","79,975","9,015","32,458","10,655","16,120","11,848","14,194","11,475","13,315","13,257","14,487","15,270","12,748","16,724","12,951","19,696","14,635","41,802","17,610","68,131","21,484","27,626","12,773","19,522","6,847","20,119","5,627","15,637","4,097","8,790","2,488","1,092",627,0,5,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,321,충무로,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,2,0,3,0,4,0,2,0,4,0,7,0,4,0,1,0,6,0,7,0,3,0,1,0,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,322,동대입구,15,1,"1,669","1,099","2,914","9,715","5,990","17,170","8,182","60,569","7,863","46,866","8,581","38,590","11,571","31,755","12,554","22,251","17,351","23,771","24,415","18,508","24,240","15,278","30,558","15,445","38,481","17,843","49,750","19,880","23,803","9,952","19,780","5,978","20,648","5,544","13,660","4,355","4,457","2,937",473,845,0,54,1,1,0,0,2023-05-03 10:27
Apr-23,3호선,323,약수,87,4,"6,569","1,062","10,753","6,347","26,613","16,567","38,981","32,547","28,336","21,660","20,252","15,442","19,134","15,736","20,312","15,868","21,173","16,404","19,552","18,397","20,616","19,792","23,821","24,417","26,242","29,266","32,812","43,002","19,180","28,012","15,606","19,238","15,116","17,128","11,527","15,975","5,269","9,223",778,"3,427",3,465,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,324,금호,15,1,"4,709",538,"10,480","2,363","27,206","4,171","38,228","8,418","24,288","6,671","15,622","6,617","12,946","6,940","12,828","8,057","12,158","10,068","10,673","10,658","10,167","13,566","10,838","16,370","11,530","21,127","11,276","30,354","7,928","21,446","5,845","15,103","4,492","13,241","3,752","12,785","1,533","6,820",220,"1,832",1,1,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,325,옥수,223,13,"2,943",879,"9,605","4,852","24,061","8,600","31,264","13,662","22,355","10,925","15,840","8,983","14,257","10,545","13,861","11,671","14,659","12,864","14,195","14,295","14,281","16,765","16,039","19,334","16,902","25,000","17,398","33,116","11,508","24,366","9,126","16,105","8,215","15,015","5,334","14,420","2,387","7,440",391,"1,853",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,326,압구정,74,2,"2,778","2,124","8,160","24,259","16,708","49,505","25,683","147,507","22,264","153,267","27,690","81,222","33,088","64,900","39,799","51,287","44,156","54,998","51,804","51,333","61,177","48,524","72,214","47,843","93,915","56,433","135,849","59,880","94,722","34,455","71,605","17,887","53,866","14,246","37,673","12,109","12,595","6,850","1,733","2,316",1,229,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,327,신사,74,2,"3,979","1,783","6,869","17,383","11,702","43,125","17,937","97,713","15,706","129,185","19,127","68,507","24,771","48,735","29,643","46,689","34,338","48,929","41,315","45,124","48,664","42,480","58,675","44,438","85,375","53,887","122,649","65,527","87,095","35,656","60,423","18,720","62,923","14,799","54,263","11,910","23,660","8,179","3,243","3,167",0,1,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,328,잠원,1,0,"1,079",859,"5,134","7,957","12,858","6,802","18,046","9,260","11,777","6,398","8,433","4,738","8,253","5,113","8,215","5,823","7,941","6,841","7,045","6,801","7,972","8,054","11,960","8,579","11,441","11,181","9,013","14,273","5,447","10,238","4,108","6,879","4,305","6,689","2,733","7,651","1,047","3,980",110,"1,106",0,1,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,329,고속터미널,97,1,"4,744","4,195","6,947","36,390","27,186","51,966","45,969","76,978","53,269","95,662","56,505","96,228","68,171","103,152","80,317","96,979","88,679","98,700","99,627","102,282","111,614","106,535","123,555","104,149","137,767","111,160","135,945","115,759","118,191","74,216","134,103","46,869","88,750","34,931","55,322","25,076","20,594","12,385","1,829","2,043",1,0,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,330,교대(법원.검찰청),88,8,"1,792",668,"4,245","6,988","9,602","21,407","14,837","49,230","12,973","37,151","14,716","18,493","17,412","12,209","19,258","12,185","23,888","12,921","27,530","11,564","29,358","10,761","31,428","11,838","48,337","16,692","67,984","20,758","31,409","11,271","29,155","6,387","29,862","5,265","25,946","4,614","8,699","2,718","1,355",805,0,0,0,1,0,0,2023-05-03 10:27
Apr-23,3호선,331,남부터미널(예술의전당),24,1,"2,753","1,427","9,748","26,451","30,928","63,607","45,711","154,375","38,228","83,886","35,449","48,375","37,436","35,273","39,895","36,530","41,942","42,716","42,618","42,445","46,322","43,889","60,587","47,607","97,328","53,052","129,643","62,719","60,999","41,181","44,228","25,762","39,793","19,795","29,880","15,708","9,408","9,630",748,"2,428",0,1,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,332,양재(서초구청),90,1,"5,056","2,600","14,120","43,480","34,949","105,429","45,798","233,800","34,161","118,067","31,597","58,958","33,676","49,396","38,371","43,674","43,779","49,934","48,258","42,100","58,285","42,475","72,693","46,194","122,184","63,137","191,597","75,091","87,639","50,254","65,017","33,548","59,425","29,921","37,972","26,702","13,376","14,193","1,413","3,912",0,6,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,333,매봉,10,0,"1,699",691,"6,934","8,418","17,678","23,809","21,827","72,431","15,550","32,915","13,550","16,214","13,107","14,964","13,738","13,986","14,642","13,895","17,055","13,054","19,711","13,749","21,732","15,218","38,143","20,027","60,666","24,429","21,304","16,343","16,144","10,460","17,051","8,826","10,398","8,622","3,163","4,641",335,"1,522",0,30,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,334,도곡,55,3,726,336,"2,940","5,504","9,453","14,121","12,095","20,708","7,878","16,876","6,413","8,474","6,505","8,722","6,667","7,720","7,350","8,023","7,979","7,643","10,298","8,001","13,821","8,250","17,776","9,552","18,047","10,516","9,245","8,276","6,875","5,229","5,641","4,709","4,296","4,669","1,076","2,689",172,"1,742",0,280,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,335,대치,6,2,"2,826",675,"12,967","8,249","27,452","19,032","28,662","26,395","18,520","18,155","15,455","14,246","14,202","13,257","15,807","16,038","16,074","19,851","15,514","18,829","17,269","20,556","19,193","27,572","27,398","29,914","27,213","30,578","17,780","23,214","13,176","13,753","16,078","13,180","29,388","11,834","3,164","6,769",424,"2,228",0,3,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,336,학여울,6,0,574,286,"1,952","1,648","4,444","3,457","5,092","8,572","3,501","6,408","3,017","6,240","3,489","4,880","4,177","4,940","4,887","5,459","5,356","5,218","6,498","4,543","7,155","3,957","8,294","4,198","8,041","4,647","2,889","3,567","2,004","2,505","1,869","2,240",996,"1,839",253,"1,223",44,399,1,1,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,337,대청,77,0,"3,673","1,148","10,905","6,850","29,929","18,707","36,005","26,974","21,170","12,464","16,619","9,274","14,640","8,384","14,714","10,257","14,741","11,391","13,152","11,977","16,499","14,620","21,071","16,458","24,289","21,110","26,034","28,646","12,083","23,155","8,714","15,979","6,835","14,867","4,947","15,909","1,888","8,502",228,"2,769",1,1,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,338,일원,4,0,"2,116","1,678","9,166","11,567","25,574","34,678","24,782","25,728","18,257","19,501","18,163","16,903","19,652","12,414","18,774","14,630","15,555","16,346","17,524","15,867","22,262","14,453","31,683","13,908","35,994","16,371","18,237","22,289","11,475","17,847","7,045","11,976","5,500","11,273","3,787","11,596","1,577","5,194",122,"1,623",0,12,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,339,수서,203,2,"4,725","2,469","12,451","19,252","35,673","37,851","47,204","55,471","32,996","35,537","32,757","24,755","27,075","20,508","32,899","25,406","30,074","23,781","23,043","25,063","35,366","28,812","39,720","33,207","45,581","40,705","52,296","52,161","24,726","39,748","24,896","27,510","16,860","24,240","17,406","21,883","7,174","9,090",624,"3,125",1,194,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,340,가락시장,49,7,"2,841",493,"7,356","5,897","20,531","12,316","22,102","27,853","16,514","15,381","14,790","10,959","13,584","11,102","13,931","12,245","13,936","12,446","13,712","12,635","14,773","14,694","15,825","16,445","21,462","19,616","28,355","24,663","12,282","17,683","9,782","11,938","8,467","10,353","5,886","9,708","2,269","5,383",266,"1,892",3,48,2,2,0,0,2023-05-03 10:27
Apr-23,3호선,341,경찰병원,24,0,"2,866",309,"7,919","2,988","23,082","8,359","26,636","28,448","15,798","14,667","11,963","8,370","10,367","6,985","9,779","7,955","9,748","9,627","9,390","8,666","10,043","9,140","10,072","10,571","15,281","15,385","19,810","22,259","7,274","17,187","6,092","10,337","5,263","9,446","3,254","8,958","1,192","5,283",144,"1,484",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,3호선,342,오금,44,0,"3,975",8,"9,110","2,571","28,260","6,370","30,611","13,608","16,277","5,815","10,037","5,124","8,144","4,975","9,060","6,117","7,994","6,536","7,284","6,772","6,822","8,290","8,338","10,136","10,754","14,697","11,799","21,397","4,981","15,473","3,673","10,410","3,120","9,284","3,042","10,561",937,"5,913",91,"2,236",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,4호선,409,당고개,86,0,"8,661",33,"16,144","4,884","41,684","5,521","36,658","11,438","23,148","10,681","17,227","10,464","15,244","10,128","15,464","10,047","14,800","10,487","13,332","11,273","12,380","13,770","13,597","16,836","13,914","19,234","12,539","26,418","8,325","25,944","5,617","16,978","4,650","15,321","2,901","14,218","1,275","10,227",281,"3,604",4,365,0,0,0,0,2023-05-03 10:27
Apr-23,4호선,410,상계,51,4,"14,522",296,"37,891","7,790","87,449","20,252","75,041","21,386","45,899","18,116","33,302","17,238","29,459","17,706","31,712","21,536","28,589","22,627","24,614","23,959","25,511","28,250","29,257","35,883","27,305","45,689","24,885","63,628","16,297","61,189","12,803","37,065","11,494","32,628","11,845","30,366","3,488","20,327",491,"5,789",5,579,0,0,0,0,2023-05-03 10:27
Apr-23,4호선,411,노원,218,0,"12,190",661,"23,923","7,903","51,691","14,415","56,927","31,005","34,225","31,545","27,624","24,126","26,682","23,444","30,578","26,923","28,640","31,315","27,985","30,444","28,873","34,505","32,427","41,649","32,879","56,144","33,055","82,042","24,537","66,481","25,726","39,037","24,602","33,702","22,664","29,262","10,681","19,658","2,143","6,821",4,692,0,0,0,0,2023-05-03 10:27
Apr-23,4호선,412,창동,"1,966",53,"16,791","2,825","39,730","12,680","86,950","19,621","80,410","39,502","53,162","31,560","42,206","29,080","40,038","27,817","41,491","34,335","38,827","40,472","36,075","42,906","38,765","48,010","44,594","54,925","44,455","66,591","47,179","90,966","27,118","78,269","20,926","48,060","18,642","41,982","15,165","38,629","6,814","23,921","1,285","8,600",1,97,0,0,0,0,2023-05-03 10:27
Apr-23,4호선,413,쌍문,196,14,"24,011","1,236","53,622","9,267","126,798","15,081","127,962","27,867","80,511","21,900","55,451","20,599","47,389","22,162","47,732","26,021","41,266","29,529","35,865","31,815","33,852","43,087","36,159","53,974","36,077","69,901","33,060","106,276","22,750","96,802","16,738","61,368","13,796","54,902","10,656","52,058","4,857","33,739",668,"9,826",0,19,0,0,0,0,2023-05-03 10:27
Apr-23,4호선,414,수유(강북구청),137,6,"22,519","2,998","49,063","11,670","115,548","20,902","124,191","56,231","80,878","40,362","57,128","32,518","54,109","34,744","55,944","36,994","52,639","42,572","48,845","46,511","49,081","54,257","53,551","70,993","56,485","86,607","63,903","128,286","39,287","109,835","30,491","70,462","26,891","63,761","22,410","58,871","11,937","39,927","1,889","9,611",1,10,0,0,0,0,2023-05-03 10:27
Apr-23,4호선,415,미아(서울사이버대학),66,7,"11,646","1,713","21,780","7,047","46,764","16,794","52,279","37,350","34,018","20,687","25,655","15,998","24,810","20,205","25,706","17,172","24,543","18,860","23,813","21,671","23,951","25,328","27,410","28,735","29,065","35,171","28,583","46,709","17,619","38,907","11,972","24,495","9,487","22,247","9,043","19,959","3,335","13,292",387,"3,471",4,3,0,0,0,0,2023-05-03 10:27
Apr-23,4호선,416,미아사거리,72,2,"15,950","2,286","38,126","8,498","94,318","19,806","98,605","33,788","64,426","29,667","43,985","28,307","41,079","29,377","41,858","31,661","41,535","34,401","38,749","38,009","41,127","47,172","46,584","56,729","41,483","68,970","41,778","102,167","31,528","80,067","29,974","48,579","18,415","44,534","13,813","39,682","6,427","22,986","1,012","5,507",0,4,0,0,0,0,2023-05-03 10:27
Apr-23,4호선,417,길음,18,1,"10,580","2,033","33,960","8,419","89,756","15,448","85,958","36,362","51,186","29,070","35,666","25,007","31,236","27,419","33,649","25,171","32,231","29,356","29,199","30,578","31,552","31,821","35,733","41,176","38,548","53,950","36,187","80,816","19,488","63,580","16,294","39,354","13,223","38,588","13,747","36,001","4,928","22,140",622,"5,703",0,4,0,0,0,0,2023-05-03 10:27
Apr-23,4호선,418,성신여대입구(돈암),36,5,"6,068","1,736","19,545","7,265","47,695","17,288","52,183","44,709","38,383","29,357","30,346","24,133","31,588","33,081","34,940","27,654","34,951","29,550","35,537","32,773","37,750","31,676","41,202","38,766","47,850","50,231","48,975","67,632","31,766","54,234","28,572","35,162","30,709","32,712","27,279","30,516","12,494","19,784","2,087","5,953",0,8,0,0,0,0,2023-05-03 10:27
Apr-23,4호선,419,한성대입구(삼선교),35,0,"6,702","1,099","13,372","7,278","31,220","19,287","35,906","33,594","27,012","27,185","20,754","23,221","20,605","22,274","23,713","22,825","24,392","22,595","23,648","22,232","27,446","21,679","35,007","25,653","34,441","32,640","33,855","36,866","22,521","30,016","20,035","20,538","17,069","18,833","13,159","18,462","5,874","11,576",803,"5,716",2,"1,668",0,0,0,0,2023-05-03 10:27
Apr-23,4호선,420,혜화,20,0,"3,565","2,230","7,993","22,620","17,696","50,217","21,610","120,152","25,874","87,667","31,988","68,169","38,211","68,301","42,616","77,591","45,928","93,368","57,970","80,511","79,898","62,857","91,944","60,308","108,584","73,869","121,227","77,456","74,496","55,361","75,836","22,549","101,512","20,713","84,855","18,284","32,139","11,177","3,917","3,515",0,412,0,0,0,0,2023-05-03 10:27
Apr-23,4호선,421,동대문,221,1,"4,542","2,441","2,863","13,895","4,978","34,315","7,600","67,934","12,717","63,818","18,684","56,469","25,435","54,190","32,379","46,252","37,995","43,902","46,168","41,323","54,752","34,821","64,945","26,694","83,810","21,271","62,432","18,509","35,551","19,129","25,229","14,008","27,769","9,730","16,164","7,071","7,023","5,963",869,"1,243",1,101,0,0,0,0,2023-05-03 10:27
Apr-23,4호선,422,동대문역사문화공원(DDP),270,5,"5,615","1,541","4,574","13,345","8,084","29,375","12,739","65,294","15,833","38,059","18,362","29,846","20,686","28,979","22,951","26,537","25,459","27,513","30,747","26,643","37,484","23,927","43,445","22,351","61,168","23,996","79,068","25,987","44,693","26,632","34,834","18,320","32,918","16,464","24,375","13,157","13,077","8,492","1,994","2,501",0,106,0,1,0,0,2023-05-03 10:27
